,Contact type,User_ID,Access_Date,Device
1492,Staff,VB3CT47        ,10/25/2019,Mac
1493,Staff,VB3CT47        ,10/25/2019,Mac
1494,Staff,VB3CT47        ,10/25/2019,Mac
1495,Staff,VB3CT47        ,10/25/2019,Mac
1496,Staff,VB3CT47        ,10/25/2019,Mac
1497,Staff,VB3CT47        ,10/25/2019,Mac
1498,Staff,VB3CT47        ,10/25/2019,Mac
1499,Staff,VB3CT47        ,10/25/2019,Mac
1500,Staff,VB3CT47        ,10/25/2019,Mac
1501,Staff,VB3CT47        ,10/25/2019,Mac
1502,Staff,VB3CT47        ,10/25/2019,Mac
1503,Staff,VB3CT47        ,10/25/2019,Mac
1504,Staff,VB3CT47        ,10/25/2019,Mac
1481,Staff,VB3CT47        ,10/26/2019,iPhone
1480,Staff,VB3CT47        ,10/26/2019,Mac
1479,Staff,VB3CT47        ,10/27/2019,Mac
104,Client,VB3CT471       ,10/28/2019,Mac
1474,Staff,VB3CT47        ,10/28/2019,Mac
1475,Staff,VB3CT47        ,10/28/2019,Mac
1476,Staff,VB3CT47        ,10/28/2019,Mac
1477,Staff,VB3CT47        ,10/28/2019,Mac
1478,Staff,VB3CT47        ,10/28/2019,Mac
1473,Staff,VB3CT47        ,10/28/2019,Unknown
1990,Staff,VB3CT59        ,10/29/2019,iPhone
1989,Staff,VB3CT59        ,10/29/2019,Mac
101,Client,VB3CT471       ,10/29/2019,Mac
102,Client,VB3CT471       ,10/29/2019,Mac
103,Client,VB3CT471       ,10/29/2019,Mac
2623,Staff,VB3CT93        ,10/29/2019,Mac
2624,Staff,VB3CT93        ,10/29/2019,Mac
2172,Staff,VB3CT83        ,10/29/2019,Mac
1467,Staff,VB3CT47        ,10/29/2019,Mac
1468,Staff,VB3CT47        ,10/29/2019,Mac
1469,Staff,VB3CT47        ,10/29/2019,Mac
1470,Staff,VB3CT47        ,10/29/2019,Mac
1471,Staff,VB3CT47        ,10/29/2019,Mac
1472,Staff,VB3CT47        ,10/29/2019,Mac
3519,Staff,VB3CT388       ,10/29/2019,Mac
694,Staff,VB3CT126       ,10/29/2019,Mac
695,Staff,VB3CT126       ,10/29/2019,Mac
99,Client,VB3CT471       ,10/30/2019,Mac
100,Client,VB3CT471       ,10/30/2019,Mac
2407,Staff,VB3CT116       ,10/30/2019,Mac
1459,Staff,VB3CT47        ,10/30/2019,Mac
1460,Staff,VB3CT47        ,10/30/2019,Mac
1461,Staff,VB3CT47        ,10/30/2019,Mac
1462,Staff,VB3CT47        ,10/30/2019,Mac
1463,Staff,VB3CT47        ,10/30/2019,Mac
1464,Staff,VB3CT47        ,10/30/2019,Mac
1465,Staff,VB3CT47        ,10/30/2019,Mac
1466,Staff,VB3CT47        ,10/30/2019,Mac
1660,Staff,VB3CT535       ,10/31/2019,Mac
1988,Staff,VB3CT59        ,11/1/2019,Mac
98,Client,VB3CT471       ,11/1/2019,Mac
2621,Staff,VB3CT93        ,11/1/2019,Mac
2622,Staff,VB3CT93        ,11/1/2019,Mac
1442,Staff,VB3CT47        ,11/1/2019,Mac
1443,Staff,VB3CT47        ,11/1/2019,Mac
1444,Staff,VB3CT47        ,11/1/2019,Mac
1445,Staff,VB3CT47        ,11/1/2019,Mac
1446,Staff,VB3CT47        ,11/1/2019,Mac
1447,Staff,VB3CT47        ,11/1/2019,Mac
1448,Staff,VB3CT47        ,11/1/2019,Mac
1449,Staff,VB3CT47        ,11/1/2019,Mac
1450,Staff,VB3CT47        ,11/1/2019,Mac
1451,Staff,VB3CT47        ,11/1/2019,Mac
1452,Staff,VB3CT47        ,11/1/2019,Mac
1453,Staff,VB3CT47        ,11/1/2019,Mac
1454,Staff,VB3CT47        ,11/1/2019,Mac
1455,Staff,VB3CT47        ,11/1/2019,Mac
1456,Staff,VB3CT47        ,11/1/2019,Mac
1457,Staff,VB3CT47        ,11/1/2019,Mac
1458,Staff,VB3CT47        ,11/1/2019,Mac
692,Staff,VB3CT126       ,11/1/2019,Unknown
693,Staff,VB3CT126       ,11/1/2019,Unknown
1983,Staff,VB3CT59        ,11/4/2019,Mac
1986,Staff,VB3CT59        ,11/4/2019,Mac
1987,Staff,VB3CT59        ,11/4/2019,Mac
96,Client,VB3CT471       ,11/4/2019,Mac
97,Client,VB3CT471       ,11/4/2019,Mac
2618,Staff,VB3CT93        ,11/4/2019,Mac
2620,Staff,VB3CT93        ,11/4/2019,Mac
2406,Staff,VB3CT116       ,11/4/2019,Mac
1437,Staff,VB3CT47        ,11/4/2019,Mac
1441,Staff,VB3CT47        ,11/4/2019,Mac
3518,Staff,VB3CT388       ,11/4/2019,Mac
689,Staff,VB3CT126       ,11/4/2019,Mac
690,Staff,VB3CT126       ,11/4/2019,Mac
691,Staff,VB3CT126       ,11/4/2019,Mac
1433,Staff,VB3CT47        ,11/4/2019,Unknown
1434,Staff,VB3CT47        ,11/4/2019,Unknown
1435,Staff,VB3CT47        ,11/4/2019,Unknown
1436,Staff,VB3CT47        ,11/4/2019,Unknown
1438,Staff,VB3CT47        ,11/4/2019,Unknown
1439,Staff,VB3CT47        ,11/4/2019,Unknown
1440,Staff,VB3CT47        ,11/4/2019,Unknown
1985,Staff,VB3CT59        ,11/4/2019,Unknown
2619,Staff,VB3CT93        ,11/4/2019,Unknown
1984,Staff,VB3CT59        ,11/4/2019,Unknown
741,Staff,VB1CT60        ,11/5/2019,Mac
1982,Staff,VB3CT59        ,11/5/2019,Mac
771,Staff,VB1CT66        ,11/5/2019,Mac
2316,Staff,VB1CT58        ,11/5/2019,Mac
2616,Staff,VB3CT93        ,11/5/2019,Mac
2617,Staff,VB3CT93        ,11/5/2019,Mac
2273,Staff,VB3CT533       ,11/5/2019,Mac
2300,Staff,VB3CT533       ,11/5/2019,Mac
379,Staff,VB1CT74        ,11/5/2019,Mac
1431,Staff,VB3CT47        ,11/5/2019,Mac
1432,Staff,VB3CT47        ,11/5/2019,Mac
2373,Staff,VB1CT64        ,11/5/2019,Mac
2728,Staff,VB3CT371       ,11/5/2019,Mac
1427,Staff,VB3CT47        ,11/5/2019,Unknown
1428,Staff,VB3CT47        ,11/5/2019,Unknown
1429,Staff,VB3CT47        ,11/5/2019,Unknown
1430,Staff,VB3CT47        ,11/5/2019,Unknown
1560,Staff,VB1CT73        ,11/6/2019,Mac
1977,Staff,VB3CT59        ,11/6/2019,Mac
1979,Staff,VB3CT59        ,11/6/2019,Mac
1980,Staff,VB3CT59        ,11/6/2019,Mac
1981,Staff,VB3CT59        ,11/6/2019,Mac
95,Client,VB3CT471       ,11/6/2019,Mac
2614,Staff,VB3CT93        ,11/6/2019,Mac
2615,Staff,VB3CT93        ,11/6/2019,Mac
925,Staff,VB3CT536       ,11/6/2019,Mac
1424,Staff,VB3CT47        ,11/6/2019,Mac
1425,Staff,VB3CT47        ,11/6/2019,Mac
1426,Staff,VB3CT47        ,11/6/2019,Mac
3517,Staff,VB3CT388       ,11/6/2019,Mac
1418,Staff,VB3CT47        ,11/6/2019,Unknown
1419,Staff,VB3CT47        ,11/6/2019,Unknown
1420,Staff,VB3CT47        ,11/6/2019,Unknown
1421,Staff,VB3CT47        ,11/6/2019,Unknown
1422,Staff,VB3CT47        ,11/6/2019,Unknown
1423,Staff,VB3CT47        ,11/6/2019,Unknown
1976,Staff,VB3CT59        ,11/6/2019,Unknown
1978,Staff,VB3CT59        ,11/6/2019,Unknown
1973,Staff,VB3CT59        ,11/7/2019,Mac
1975,Staff,VB3CT59        ,11/7/2019,Mac
2610,Staff,VB3CT93        ,11/7/2019,Mac
2612,Staff,VB3CT93        ,11/7/2019,Mac
2613,Staff,VB3CT93        ,11/7/2019,Mac
2298,Staff,VB3CT533       ,11/7/2019,Mac
2299,Staff,VB3CT533       ,11/7/2019,Mac
2171,Staff,VB3CT83        ,11/7/2019,Mac
1416,Staff,VB3CT47        ,11/7/2019,Mac
1417,Staff,VB3CT47        ,11/7/2019,Mac
684,Staff,VB3CT126       ,11/7/2019,Mac
685,Staff,VB3CT126       ,11/7/2019,Mac
686,Staff,VB3CT126       ,11/7/2019,Mac
687,Staff,VB3CT126       ,11/7/2019,Mac
688,Staff,VB3CT126       ,11/7/2019,Mac
1974,Staff,VB3CT59        ,11/7/2019,Unknown
2611,Staff,VB3CT93        ,11/7/2019,Unknown
1972,Staff,VB3CT59        ,11/8/2019,Mac
94,Client,VB3CT471       ,11/8/2019,Mac
2609,Staff,VB3CT93        ,11/8/2019,Mac
2297,Staff,VB3CT533       ,11/8/2019,Mac
1408,Staff,VB3CT47        ,11/8/2019,Mac
1409,Staff,VB3CT47        ,11/8/2019,Mac
1410,Staff,VB3CT47        ,11/8/2019,Mac
1411,Staff,VB3CT47        ,11/8/2019,Mac
1412,Staff,VB3CT47        ,11/8/2019,Mac
1413,Staff,VB3CT47        ,11/8/2019,Mac
1414,Staff,VB3CT47        ,11/8/2019,Mac
1415,Staff,VB3CT47        ,11/8/2019,Mac
683,Staff,VB3CT126       ,11/8/2019,Mac
2608,Staff,VB3CT93        ,11/8/2019,Unknown
1966,Staff,VB3CT59        ,11/11/2019,Mac
1968,Staff,VB3CT59        ,11/11/2019,Mac
1971,Staff,VB3CT59        ,11/11/2019,Mac
93,Client,VB3CT471       ,11/11/2019,Mac
2606,Staff,VB3CT93        ,11/11/2019,Mac
2607,Staff,VB3CT93        ,11/11/2019,Mac
2170,Staff,VB3CT83        ,11/11/2019,Mac
1400,Staff,VB3CT47        ,11/11/2019,Mac
1401,Staff,VB3CT47        ,11/11/2019,Mac
1402,Staff,VB3CT47        ,11/11/2019,Mac
1403,Staff,VB3CT47        ,11/11/2019,Mac
1404,Staff,VB3CT47        ,11/11/2019,Mac
1405,Staff,VB3CT47        ,11/11/2019,Mac
1406,Staff,VB3CT47        ,11/11/2019,Mac
1407,Staff,VB3CT47        ,11/11/2019,Mac
680,Staff,VB3CT126       ,11/11/2019,Mac
681,Staff,VB3CT126       ,11/11/2019,Mac
682,Staff,VB3CT126       ,11/11/2019,Mac
738,Staff,VB1CT87        ,11/11/2019,Mac
739,Staff,VB1CT87        ,11/11/2019,Mac
2642,Staff,VB1CT86        ,11/11/2019,Mac
1967,Staff,VB3CT59        ,11/11/2019,Unknown
1969,Staff,VB3CT59        ,11/11/2019,Unknown
1970,Staff,VB3CT59        ,11/11/2019,Unknown
2433,Staff,VB1CT84        ,11/11/2019,PC
1963,Staff,VB3CT59        ,11/12/2019,Mac
1964,Staff,VB3CT59        ,11/12/2019,Mac
1965,Staff,VB3CT59        ,11/12/2019,Mac
2605,Staff,VB3CT93        ,11/12/2019,Mac
924,Staff,VB3CT536       ,11/12/2019,Mac
1399,Staff,VB3CT47        ,11/12/2019,Mac
1394,Staff,VB3CT47        ,11/12/2019,Mac
1395,Staff,VB3CT47        ,11/12/2019,Mac
1396,Staff,VB3CT47        ,11/12/2019,Mac
1397,Staff,VB3CT47        ,11/12/2019,Mac
1398,Staff,VB3CT47        ,11/12/2019,Mac
679,Staff,VB3CT126       ,11/12/2019,Mac
737,Staff,VB1CT87        ,11/12/2019,Mac
2641,Staff,VB1CT86        ,11/12/2019,Mac
678,Staff,VB3CT126       ,11/12/2019,Unknown
1962,Staff,VB3CT59        ,11/12/2019,Unknown
734,Staff,VB1CT61        ,11/12/2019,PC
1961,Staff,VB3CT59        ,11/13/2019,Mac
91,Client,VB3CT471       ,11/13/2019,Mac
92,Client,VB3CT471       ,11/13/2019,Mac
2604,Staff,VB3CT93        ,11/13/2019,Mac
923,Staff,VB3CT536       ,11/13/2019,Mac
2169,Staff,VB3CT83        ,11/13/2019,Mac
2405,Staff,VB3CT116       ,11/13/2019,Mac
1386,Staff,VB3CT47        ,11/13/2019,Mac
1387,Staff,VB3CT47        ,11/13/2019,Mac
1388,Staff,VB3CT47        ,11/13/2019,Mac
1389,Staff,VB3CT47        ,11/13/2019,Mac
1390,Staff,VB3CT47        ,11/13/2019,Mac
1391,Staff,VB3CT47        ,11/13/2019,Mac
1392,Staff,VB3CT47        ,11/13/2019,Mac
1393,Staff,VB3CT47        ,11/13/2019,Mac
677,Staff,VB3CT126       ,11/13/2019,Mac
356,Staff,VB3CT546       ,11/13/2019,Mac
2432,Staff,VB1CT84        ,11/13/2019,PC
733,Staff,VB1CT61        ,11/13/2019,PC
1959,Staff,VB3CT59        ,11/14/2019,Mac
1960,Staff,VB3CT59        ,11/14/2019,Mac
2603,Staff,VB3CT93        ,11/14/2019,Mac
2470,Staff,VB3CT537       ,11/14/2019,Mac
2471,Staff,VB3CT537       ,11/14/2019,Mac
2472,Staff,VB3CT537       ,11/14/2019,Mac
921,Staff,VB3CT536       ,11/14/2019,Mac
922,Staff,VB3CT536       ,11/14/2019,Mac
2168,Staff,VB3CT83        ,11/14/2019,Mac
1379,Staff,VB3CT47        ,11/14/2019,Mac
1380,Staff,VB3CT47        ,11/14/2019,Mac
1381,Staff,VB3CT47        ,11/14/2019,Mac
1382,Staff,VB3CT47        ,11/14/2019,Mac
1383,Staff,VB3CT47        ,11/14/2019,Mac
1384,Staff,VB3CT47        ,11/14/2019,Mac
1385,Staff,VB3CT47        ,11/14/2019,Mac
676,Staff,VB3CT126       ,11/14/2019,Mac
354,Staff,VB3CT546       ,11/14/2019,Mac
355,Staff,VB3CT546       ,11/14/2019,Mac
2492,Staff,VB3CT534       ,11/14/2019,Mac
2640,Staff,VB1CT86        ,11/14/2019,Mac
675,Staff,VB3CT126       ,11/14/2019,Unknown
1958,Staff,VB3CT59        ,11/15/2019,Mac
2467,Staff,VB3CT537       ,11/15/2019,Mac
2468,Staff,VB3CT537       ,11/15/2019,Mac
2469,Staff,VB3CT537       ,11/15/2019,Mac
920,Staff,VB3CT536       ,11/15/2019,Mac
1378,Staff,VB3CT47        ,11/15/2019,Mac
673,Staff,VB3CT126       ,11/15/2019,Mac
674,Staff,VB3CT126       ,11/15/2019,Mac
353,Staff,VB3CT546       ,11/15/2019,Mac
2167,Staff,VB3CT83        ,11/17/2019,Mac
89,Client,VB3CT471       ,11/18/2019,Mac
90,Client,VB3CT471       ,11/18/2019,Mac
2295,Staff,VB3CT533       ,11/18/2019,Mac
2296,Staff,VB3CT533       ,11/18/2019,Mac
2601,Staff,VB3CT93        ,11/18/2019,Mac
2602,Staff,VB3CT93        ,11/18/2019,Mac
1373,Staff,VB3CT47        ,11/18/2019,Mac
1374,Staff,VB3CT47        ,11/18/2019,Mac
1375,Staff,VB3CT47        ,11/18/2019,Mac
1376,Staff,VB3CT47        ,11/18/2019,Mac
1377,Staff,VB3CT47        ,11/18/2019,Mac
351,Staff,VB3CT546       ,11/18/2019,Mac
352,Staff,VB3CT546       ,11/18/2019,Mac
671,Staff,VB3CT126       ,11/18/2019,Mac
672,Staff,VB3CT126       ,11/18/2019,Mac
2639,Staff,VB1CT86        ,11/18/2019,Mac
670,Staff,VB3CT126       ,11/18/2019,Unknown
802,Staff,VB1CT88        ,11/18/2019,Unknown
803,Staff,VB1CT88        ,11/18/2019,PC
1957,Staff,VB3CT59        ,11/19/2019,Mac
88,Client,VB3CT471       ,11/19/2019,Mac
2294,Staff,VB3CT533       ,11/19/2019,Mac
2599,Staff,VB3CT93        ,11/19/2019,Mac
2600,Staff,VB3CT93        ,11/19/2019,Mac
918,Staff,VB3CT536       ,11/19/2019,Mac
919,Staff,VB3CT536       ,11/19/2019,Mac
378,Staff,VB1CT74        ,11/19/2019,Mac
1369,Staff,VB3CT47        ,11/19/2019,Mac
1370,Staff,VB3CT47        ,11/19/2019,Mac
1371,Staff,VB3CT47        ,11/19/2019,Mac
1372,Staff,VB3CT47        ,11/19/2019,Mac
668,Staff,VB3CT126       ,11/19/2019,Mac
669,Staff,VB3CT126       ,11/19/2019,Mac
2246,Staff,VB1CT77        ,11/19/2019,Mac
2727,Staff,VB3CT371       ,11/19/2019,Mac
350,Staff,VB3CT546       ,11/19/2019,Mac
667,Staff,VB3CT126       ,11/19/2019,Unknown
2431,Staff,VB1CT84        ,11/19/2019,PC
801,Staff,VB1CT88        ,11/19/2019,PC
1956,Staff,VB3CT59        ,11/20/2019,Mac
86,Client,VB3CT471       ,11/20/2019,Mac
87,Client,VB3CT471       ,11/20/2019,Mac
2293,Staff,VB3CT533       ,11/20/2019,Mac
2597,Staff,VB3CT93        ,11/20/2019,Mac
2598,Staff,VB3CT93        ,11/20/2019,Mac
2166,Staff,VB3CT83        ,11/20/2019,Mac
348,Staff,VB3CT546       ,11/20/2019,Mac
349,Staff,VB3CT546       ,11/20/2019,Mac
1955,Staff,VB3CT59        ,11/20/2019,Unknown
1952,Staff,VB3CT59        ,11/21/2019,Mac
1954,Staff,VB3CT59        ,11/21/2019,Mac
2595,Staff,VB3CT93        ,11/21/2019,Mac
2596,Staff,VB3CT93        ,11/21/2019,Mac
2466,Staff,VB3CT537       ,11/21/2019,Mac
916,Staff,VB3CT536       ,11/21/2019,Mac
917,Staff,VB3CT536       ,11/21/2019,Mac
2165,Staff,VB3CT83        ,11/21/2019,Mac
3133,Staff,VB3CT370       ,11/21/2019,Mac
1367,Staff,VB3CT47        ,11/21/2019,Mac
1368,Staff,VB3CT47        ,11/21/2019,Mac
346,Staff,VB3CT546       ,11/21/2019,Mac
347,Staff,VB3CT546       ,11/21/2019,Mac
1953,Staff,VB3CT59        ,11/21/2019,Unknown
3024,Staff,VB1CT91        ,11/21/2019,PC
3172,Staff,VB1CT90        ,11/21/2019,PC
3025,Staff,VB1CT91        ,11/21/2019,PC
3026,Staff,VB1CT91        ,11/21/2019,PC
3027,Staff,VB1CT91        ,11/21/2019,PC
1559,Staff,VB1CT73        ,11/22/2019,Mac
1951,Staff,VB3CT59        ,11/22/2019,Mac
2315,Staff,VB1CT58        ,11/22/2019,Mac
2594,Staff,VB3CT93        ,11/22/2019,Mac
2161,Staff,VB3CT83        ,11/22/2019,Mac
2162,Staff,VB3CT83        ,11/22/2019,Mac
2163,Staff,VB3CT83        ,11/22/2019,Mac
2164,Staff,VB3CT83        ,11/22/2019,Mac
1362,Staff,VB3CT47        ,11/22/2019,Mac
1363,Staff,VB3CT47        ,11/22/2019,Mac
1364,Staff,VB3CT47        ,11/22/2019,Mac
1365,Staff,VB3CT47        ,11/22/2019,Mac
1366,Staff,VB3CT47        ,11/22/2019,Mac
813,Staff,VB3CT547       ,11/22/2019,Mac
663,Staff,VB3CT126       ,11/22/2019,Mac
664,Staff,VB3CT126       ,11/22/2019,Mac
665,Staff,VB3CT126       ,11/22/2019,Mac
666,Staff,VB3CT126       ,11/22/2019,Mac
2245,Staff,VB1CT77        ,11/22/2019,Mac
344,Staff,VB3CT546       ,11/22/2019,Mac
345,Staff,VB3CT546       ,11/22/2019,Mac
1948,Staff,VB3CT59        ,11/22/2019,Unknown
1949,Staff,VB3CT59        ,11/22/2019,Unknown
1950,Staff,VB3CT59        ,11/22/2019,Unknown
800,Staff,VB1CT88        ,11/22/2019,PC
1947,Staff,VB3CT59        ,11/23/2019,Mac
732,Staff,VB1CT61        ,11/23/2019,PC
1944,Staff,VB3CT59        ,11/25/2019,Mac
1945,Staff,VB3CT59        ,11/25/2019,Mac
1946,Staff,VB3CT59        ,11/25/2019,Mac
2272,Staff,VB3CT533       ,11/25/2019,Mac
2593,Staff,VB3CT93        ,11/25/2019,Mac
3222,Staff,VB1CT100       ,11/25/2019,Mac
1359,Staff,VB3CT47        ,11/25/2019,Mac
1360,Staff,VB3CT47        ,11/25/2019,Mac
1361,Staff,VB3CT47        ,11/25/2019,Mac
662,Staff,VB3CT126       ,11/25/2019,Mac
342,Staff,VB3CT546       ,11/25/2019,Mac
343,Staff,VB3CT546       ,11/25/2019,Mac
661,Staff,VB3CT126       ,11/25/2019,Unknown
799,Staff,VB1CT88        ,11/25/2019,PC
1942,Staff,VB3CT59        ,11/26/2019,Mac
1943,Staff,VB3CT59        ,11/26/2019,Mac
2443,Staff,VB1CT70        ,11/26/2019,Mac
2444,Staff,VB1CT70        ,11/26/2019,Mac
2464,Staff,VB3CT537       ,11/26/2019,Mac
2465,Staff,VB3CT537       ,11/26/2019,Mac
911,Staff,VB3CT536       ,11/26/2019,Mac
912,Staff,VB3CT536       ,11/26/2019,Mac
913,Staff,VB3CT536       ,11/26/2019,Mac
914,Staff,VB3CT536       ,11/26/2019,Mac
915,Staff,VB3CT536       ,11/26/2019,Mac
2160,Staff,VB3CT83        ,11/26/2019,Mac
1355,Staff,VB3CT47        ,11/26/2019,Mac
1356,Staff,VB3CT47        ,11/26/2019,Mac
1357,Staff,VB3CT47        ,11/26/2019,Mac
1358,Staff,VB3CT47        ,11/26/2019,Mac
3123,Staff,VB1CT101       ,11/26/2019,Mac
341,Staff,VB3CT546       ,11/26/2019,Mac
1645,Staff,VB3CT538       ,11/26/2019,Mac
1940,Staff,VB3CT59        ,11/27/2019,Mac
1941,Staff,VB3CT59        ,11/27/2019,Mac
2592,Staff,VB3CT93        ,11/27/2019,Mac
2159,Staff,VB3CT83        ,11/27/2019,Mac
1354,Staff,VB3CT47        ,11/27/2019,Mac
660,Staff,VB3CT126       ,11/27/2019,Mac
1644,Staff,VB3CT538       ,11/27/2019,Mac
658,Staff,VB3CT126       ,11/27/2019,Unknown
659,Staff,VB3CT126       ,11/27/2019,Unknown
1939,Staff,VB3CT59        ,11/27/2019,Unknown
2591,Staff,VB3CT93        ,11/27/2019,Unknown
731,Staff,VB1CT61        ,11/27/2019,PC
1938,Staff,VB3CT59        ,12/2/2019,Mac
2442,Staff,VB1CT70        ,12/2/2019,Mac
1656,Staff,VB1CT68        ,12/2/2019,Mac
2271,Staff,VB3CT533       ,12/2/2019,Mac
2590,Staff,VB3CT93        ,12/2/2019,Mac
1353,Staff,VB3CT47        ,12/2/2019,Mac
1352,Staff,VB3CT47        ,12/2/2019,Unknown
798,Staff,VB1CT88        ,12/2/2019,PC
1655,Staff,VB1CT68        ,12/3/2019,Mac
2403,Staff,VB3CT116       ,12/3/2019,Mac
2404,Staff,VB3CT116       ,12/3/2019,Mac
1351,Staff,VB3CT47        ,12/3/2019,Mac
657,Staff,VB3CT126       ,12/3/2019,Mac
2490,Staff,VB3CT534       ,12/3/2019,Mac
2491,Staff,VB3CT534       ,12/3/2019,Mac
3462,Staff,VB1CT103       ,12/3/2019,Mac
3463,Staff,VB1CT103       ,12/3/2019,Mac
3464,Staff,VB1CT103       ,12/3/2019,Mac
340,Staff,VB3CT546       ,12/3/2019,Mac
656,Staff,VB3CT126       ,12/3/2019,Unknown
797,Staff,VB1CT88        ,12/3/2019,PC
1937,Staff,VB3CT59        ,12/4/2019,Mac
2441,Staff,VB1CT70        ,12/4/2019,Mac
2269,Staff,VB3CT533       ,12/4/2019,Mac
2270,Staff,VB3CT533       ,12/4/2019,Mac
2292,Staff,VB3CT533       ,12/4/2019,Mac
908,Staff,VB3CT536       ,12/4/2019,Mac
909,Staff,VB3CT536       ,12/4/2019,Mac
910,Staff,VB3CT536       ,12/4/2019,Mac
2157,Staff,VB3CT83        ,12/4/2019,Mac
2158,Staff,VB3CT83        ,12/4/2019,Mac
1347,Staff,VB3CT47        ,12/4/2019,Mac
1348,Staff,VB3CT47        ,12/4/2019,Mac
1349,Staff,VB3CT47        ,12/4/2019,Mac
1350,Staff,VB3CT47        ,12/4/2019,Mac
655,Staff,VB3CT126       ,12/4/2019,Mac
812,Staff,VB3CT547       ,12/4/2019,Mac
3461,Staff,VB1CT103       ,12/4/2019,Mac
2726,Staff,VB3CT371       ,12/4/2019,Mac
339,Staff,VB3CT546       ,12/4/2019,Mac
652,Staff,VB3CT126       ,12/4/2019,Unknown
653,Staff,VB3CT126       ,12/4/2019,Unknown
654,Staff,VB3CT126       ,12/4/2019,Unknown
1932,Staff,VB3CT59        ,12/4/2019,Unknown
1933,Staff,VB3CT59        ,12/4/2019,Unknown
1934,Staff,VB3CT59        ,12/4/2019,Unknown
1935,Staff,VB3CT59        ,12/4/2019,Unknown
1936,Staff,VB3CT59        ,12/4/2019,Unknown
796,Staff,VB1CT88        ,12/4/2019,PC
1930,Staff,VB3CT59        ,12/5/2019,Mac
1931,Staff,VB3CT59        ,12/5/2019,Mac
907,Staff,VB3CT536       ,12/5/2019,Mac
1342,Staff,VB3CT47        ,12/5/2019,Mac
1343,Staff,VB3CT47        ,12/5/2019,Mac
1344,Staff,VB3CT47        ,12/5/2019,Mac
1345,Staff,VB3CT47        ,12/5/2019,Mac
1346,Staff,VB3CT47        ,12/5/2019,Mac
3459,Staff,VB1CT103       ,12/5/2019,Mac
3460,Staff,VB1CT103       ,12/5/2019,Mac
2244,Staff,VB1CT77        ,12/5/2019,Mac
2725,Staff,VB3CT371       ,12/5/2019,Mac
2849,Staff,VB1CT107       ,12/5/2019,Mac
338,Staff,VB3CT546       ,12/5/2019,Mac
795,Staff,VB1CT88        ,12/5/2019,PC
2291,Staff,VB3CT533       ,12/6/2019,Mac
906,Staff,VB3CT536       ,12/6/2019,Mac
2834,Staff,VB1CT109       ,12/6/2019,Mac
377,Staff,VB1CT74        ,12/6/2019,Mac
2402,Staff,VB3CT116       ,12/6/2019,Mac
1339,Staff,VB3CT47        ,12/6/2019,Mac
1340,Staff,VB3CT47        ,12/6/2019,Mac
1341,Staff,VB3CT47        ,12/6/2019,Mac
3073,Staff,VB1CT110       ,12/6/2019,Mac
2242,Staff,VB1CT77        ,12/6/2019,Mac
2243,Staff,VB1CT77        ,12/6/2019,Mac
2638,Staff,VB1CT86        ,12/6/2019,Mac
1643,Staff,VB3CT538       ,12/6/2019,Mac
2808,Staff,VB1CT108       ,12/6/2019,PC
3199,Staff,VB1CT111       ,12/7/2019,PC
1338,Staff,VB3CT47        ,12/8/2019,Mac
1929,Staff,VB3CT59        ,12/9/2019,Mac
