,Contact type,User_ID,Download_Date,Resolution,Asset_ID,Asset_Type,Asset_Legacy_ID,Asset_Create_Date,Usage_Description
72,Client,VB1CT509       ,5/7/2020,Original,VB1384136,Video,833053,5/6/2020,Other
73,Client,VB1CT509       ,5/7/2020,Original,VB1384134,Video,704051,5/6/2020,Other
74,Client,VB1CT509       ,5/7/2020,Original,VB1384132,Video,724387,5/6/2020,Other
75,Client,VB1CT509       ,5/7/2020,Original,VB1384242,Video,658382,5/6/2020,Other
76,Client,VB1CT509       ,5/7/2020,Original,VB1384240,Video,705176,5/6/2020,Other
77,Client,VB1CT509       ,5/7/2020,Original,VB1384238,Video,698989,5/6/2020,Other
78,Client,VB1CT509       ,5/7/2020,Original,VB1384236,Video,652750,5/6/2020,Other
79,Client,VB1CT509       ,5/7/2020,Original,VB1384234,Video,653214,5/6/2020,Other
80,Client,VB1CT509       ,5/7/2020,Original,VB1384232,Video,654222,5/6/2020,Other
81,Client,VB1CT509       ,5/7/2020,Original,VB1384230,Video,662358,5/6/2020,Other
82,Client,VB1CT509       ,5/7/2020,Original,VB1384228,Video,654472,5/6/2020,Other
83,Client,VB1CT509       ,5/7/2020,Original,VB1384226,Video,710383,5/6/2020,Other
84,Client,VB1CT509       ,5/7/2020,Original,VB1384224,Video,662416,5/6/2020,Other
85,Client,VB1CT509       ,5/7/2020,Original,VB1384222,Video,652905,5/6/2020,Other
86,Client,VB1CT509       ,5/7/2020,Original,VB1384220,Video,958918,5/6/2020,Other
87,Client,VB1CT509       ,5/7/2020,Original,VB1384218,Video,763242,5/6/2020,Other
88,Client,VB1CT509       ,5/7/2020,Original,VB1384216,Video,652255,5/6/2020,Other
89,Client,VB1CT509       ,5/7/2020,Original,VB1384214,Video,654743,5/6/2020,Other
90,Client,VB1CT509       ,5/7/2020,Original,VB1384212,Video,711584,5/6/2020,Other
91,Client,VB1CT509       ,5/7/2020,Original,VB1384210,Video,711043,5/6/2020,Other
92,Client,VB1CT509       ,5/7/2020,Original,VB1384208,Video,766501,5/6/2020,Other
93,Client,VB1CT509       ,5/7/2020,Original,VB1384206,Video,658593,5/6/2020,Other
94,Client,VB1CT509       ,5/7/2020,Original,VB1384204,Video,701233,5/6/2020,Other
95,Client,VB1CT509       ,5/7/2020,Original,VB1384202,Video,856811,5/6/2020,Other
96,Client,VB1CT509       ,5/7/2020,Original,VB1384200,Video,711566,5/6/2020,Other
97,Client,VB1CT509       ,5/7/2020,Original,VB1384198,Video,653918,5/6/2020,Other
98,Client,VB1CT509       ,5/7/2020,Original,VB1384264,Video,709276,5/6/2020,Other
99,Client,VB1CT509       ,5/7/2020,Original,VB1384262,Video,658834,5/6/2020,Other
100,Client,VB1CT509       ,5/7/2020,Original,VB1384260,Video,705999,5/6/2020,Other
101,Client,VB1CT509       ,5/7/2020,Original,VB1384258,Video,651456,5/6/2020,Other
102,Client,VB1CT509       ,5/7/2020,Original,VB1384256,Video,653236,5/6/2020,Other
103,Client,VB1CT509       ,5/7/2020,Original,VB1384254,Video,698327,5/6/2020,Other
104,Client,VB1CT509       ,5/7/2020,Original,VB1384252,Video,658198,5/6/2020,Other
105,Client,VB1CT509       ,5/7/2020,Original,VB1384250,Video,652891,5/6/2020,Other
106,Client,VB1CT509       ,5/7/2020,Original,VB1384248,Video,658166,5/6/2020,Other
107,Client,VB1CT509       ,5/7/2020,Original,VB1384246,Video,652994,5/6/2020,Other
108,Client,VB1CT509       ,5/7/2020,Original,VB1384244,Video,699718,5/6/2020,Other
109,Client,VB1CT563       ,5/20/2020,Video Web Low,VB1395703,Video,19820829PBS-2230CRISIS,5/20/2020,Other
110,Client,VB1CT563       ,5/20/2020,Video Web Low,VB1395701,Video,242283,5/20/2020,Other
111,Client,VB1CT563       ,5/20/2020,Video Web Low,VB1395694,Video,232332,5/20/2020,Other
112,Client,VB1CT563       ,5/20/2020,Video Web Low,VB1395692,Video,241477,5/20/2020,Other
113,Client,VB1CT563       ,5/20/2020,Video Web Low,VB1395687,Video,237364,5/20/2020,Other
114,Client,VB1CT563       ,5/20/2020,Video Web Low,VB1395685,Video,226085,5/20/2020,Other
115,Client,VB1CT563       ,5/20/2020,Video Web Low,VB1395690,Video,238498,5/20/2020,Other
116,Client,VB1CT563       ,5/20/2020,Video Web Low,VB1395683,Video,246399,5/20/2020,Other
117,Client,VB1CT563       ,5/20/2020,Video Web Low,VB1395667,Video,231530,5/20/2020,Other
118,Client,VB1CT563       ,5/20/2020,Video Web Low,VB1395681,Video,238060,5/20/2020,Other
119,Client,VB1CT481       ,5/22/2020,Video Streaming format (720p),VB1399280,Video,909529,5/22/2020,"Editorial, All media types, One country"
120,Client,VB1CT481       ,5/22/2020,Video Streaming format (720p),VB1399278,Video,770700,5/22/2020,"Editorial, All media types, One country"
121,Client,VB1CT481       ,5/22/2020,Video Streaming format (720p),VB1399279,Video,767171,5/22/2020,"Editorial, All media types, One country"
122,Client,VB1CT481       ,4/27/2020,Video Streaming format (720p),VB1380521,Video,322696,4/27/2020,"Editorial, All media types, One country"
123,Client,VB1CT429       ,5/19/2020,Original,VB1393354,Video,50192,5/18/2020,"Editorial, Website and Email, Worldwide"
124,Client,VB1CT429       ,5/19/2020,Original,VB1393356,Video,495234,5/18/2020,"Editorial, Website and Email, Worldwide"
125,Client,VB1CT429       ,5/19/2020,Original,VB1393355,Video,253977,5/18/2020,"Editorial, Website and Email, Worldwide"
126,Client,VB1CT429       ,5/18/2020,Original,VB1393061,Video,532189,5/18/2020,"Editorial, Website and Email, Worldwide"
127,Client,VB1CT429       ,5/18/2020,Original,VB1393055,Video,95204,5/18/2020,"Editorial, Website and Email, Worldwide"
128,Client,VB1CT429       ,5/18/2020,Original,VB1393037,Video,484691,5/18/2020,"Editorial, Website and Email, Worldwide"
129,Client,VB1CT429       ,5/18/2020,Original,VB1393040,Video,529232,5/18/2020,"Editorial, Website and Email, Worldwide"
130,Client,VB1CT429       ,5/18/2020,Original,VB1393039,Video,446397,5/18/2020,"Editorial, Website and Email, Worldwide"
131,Client,VB1CT429       ,5/18/2020,Original,VB1393038,Video,909589,5/18/2020,"Editorial, Website and Email, Worldwide"
132,Client,VB1CT429       ,5/18/2020,Original,VB1393041,Video,483500,5/18/2020,"Editorial, Website and Email, Worldwide"
133,Client,VB1CT429       ,5/18/2020,Original,VB1393034,Video,463331,5/18/2020,"Editorial, Website and Email, Worldwide"
134,Client,VB1CT429       ,5/18/2020,Original,VB1393031,Video,228903,5/18/2020,"Editorial, Website and Email, Worldwide"
135,Client,VB1CT429       ,5/18/2020,Original,VB1393028,Video,3367,5/18/2020,"Editorial, Website and Email, Worldwide"
136,Client,VB1CT429       ,5/18/2020,Original,VB1393029,Video,11653,5/18/2020,"Editorial, Website and Email, Worldwide"
137,Client,VB1CT429       ,5/18/2020,Original,VB1393014,Video,521818,5/18/2020,"Editorial, Website and Email, Worldwide"
138,Client,VB1CT429       ,5/18/2020,Original,VB1393013,Video,457902,5/18/2020,"Editorial, Website and Email, Worldwide"
139,Client,VB1CT429       ,5/18/2020,Original,VB1393098,Video,447621,5/18/2020,"Editorial, Website and Email, Worldwide"
140,Client,VB1CT429       ,5/18/2020,Original,VB1393090,Video,290351,5/18/2020,"Editorial, Website and Email, Worldwide"
141,Client,VB1CT429       ,5/18/2020,Original,VB1393089,Video,162767,5/18/2020,"Editorial, Website and Email, Worldwide"
142,Client,VB1CT429       ,5/18/2020,Original,VB1393079,Video,25635,5/18/2020,"Editorial, Website and Email, Worldwide"
143,Client,VB1CT429       ,5/18/2020,Original,VB1393077,Video,302709,5/18/2020,"Editorial, Website and Email, Worldwide"
144,Client,VB1CT429       ,5/18/2020,Original,VB1393075,Video,768224,5/18/2020,"Editorial, Website and Email, Worldwide"
145,Client,VB1CT429       ,5/18/2020,Original,VB1393073,Video,603602,5/18/2020,"Editorial, Website and Email, Worldwide"
146,Client,VB1CT429       ,5/18/2020,Original,VB1393071,Video,161906,5/18/2020,"Editorial, Website and Email, Worldwide"
147,Client,VB1CT429       ,5/18/2020,Original,VB1393069,Video,6135,5/18/2020,"Editorial, Website and Email, Worldwide"
148,Client,VB1CT429       ,5/18/2020,Original,VB1393067,Video,768592,5/18/2020,"Editorial, Website and Email, Worldwide"
149,Client,VB1CT429       ,5/18/2020,Original,VB1393065,Video,440360,5/18/2020,"Editorial, Website and Email, Worldwide"
150,Client,VB1CT429       ,5/18/2020,Original,VB1393063,Video,5515,5/18/2020,"Editorial, Website and Email, Worldwide"
151,Client,VB1CT429       ,5/5/2020,Original,VB1380535,Video,1044927,4/27/2020,"Editorial, Website and Email, Worldwide"
152,Client,VB1CT429       ,5/5/2020,Original,VB1380577,Video,868113,4/27/2020,"Editorial, Website and Email, Worldwide"
153,Client,VB1CT429       ,5/5/2020,Original,VB1380579,Video,779111,4/27/2020,"Editorial, Website and Email, Worldwide"
154,Client,VB1CT429       ,5/5/2020,Original,VB1380568,Video,747394,4/27/2020,"Editorial, Website and Email, Worldwide"
155,Client,VB1CT429       ,5/5/2020,Original,VB1380540,Video,747047,4/27/2020,"Editorial, Website and Email, Worldwide"
156,Client,VB1CT429       ,5/5/2020,Original,VB1380547,Video,746730,4/27/2020,"Editorial, Website and Email, Worldwide"
157,Client,VB1CT429       ,5/5/2020,Original,VB1380529,Video,746713,4/27/2020,"Editorial, Website and Email, Worldwide"
158,Client,VB1CT429       ,5/5/2020,Original,VB1380581,Video,746413,4/27/2020,"Editorial, Website and Email, Worldwide"
159,Client,VB1CT429       ,5/5/2020,Original,VB1380583,Video,745671,4/27/2020,"Editorial, Website and Email, Worldwide"
160,Client,VB1CT429       ,5/5/2020,Original,VB1380537,Video,729266,4/27/2020,"Editorial, Website and Email, Worldwide"
161,Client,VB1CT429       ,5/5/2020,Original,VB1380552,Video,726524,4/27/2020,"Editorial, Website and Email, Worldwide"
162,Client,VB1CT429       ,5/5/2020,Original,VB1380531,Video,725570,4/27/2020,"Editorial, Website and Email, Worldwide"
163,Client,VB1CT429       ,5/5/2020,Original,VB1380538,Video,725456,4/27/2020,"Editorial, Website and Email, Worldwide"
164,Client,VB1CT429       ,5/5/2020,Original,VB1380533,Video,725166,4/27/2020,"Editorial, Website and Email, Worldwide"
165,Client,VB1CT429       ,5/5/2020,Original,VB1380548,Video,724161,4/27/2020,"Editorial, Website and Email, Worldwide"
166,Client,VB1CT429       ,5/5/2020,Original,VB1380549,Video,723897,4/27/2020,"Editorial, Website and Email, Worldwide"
167,Client,VB1CT429       ,5/5/2020,Original,VB1380585,Video,723884,4/27/2020,"Editorial, Website and Email, Worldwide"
168,Client,VB1CT429       ,5/5/2020,Original,VB1380571,Video,623173,4/27/2020,"Editorial, Website and Email, Worldwide"
169,Client,VB1CT429       ,5/5/2020,Original,VB1380545,Video,616724,4/27/2020,"Editorial, Website and Email, Worldwide"
170,Client,VB1CT429       ,5/5/2020,Original,VB1380573,Video,423388,4/27/2020,"Editorial, Website and Email, Worldwide"
171,Client,VB1CT429       ,5/5/2020,Original,VB1380574,Video,413151,4/27/2020,"Editorial, Website and Email, Worldwide"
172,Client,VB1CT429       ,5/5/2020,Original,VB1380527,Video,243738,4/27/2020,"Editorial, Website and Email, Worldwide"
173,Client,VB1CT429       ,5/5/2020,Original,VB1380542,Video,159790,4/27/2020,"Editorial, Website and Email, Worldwide"
174,Client,VB1CT429       ,5/5/2020,Original,VB1380567,Video,159773,4/27/2020,"Editorial, Website and Email, Worldwide"
175,Client,VB1CT429       ,4/9/2020,Original,VB1361993,Video,74954,3/26/2020,"Editorial, Website and Email, Worldwide"
176,Client,VB1CT429       ,4/9/2020,Original,VB1361991,Video,585494,3/26/2020,"Editorial, Website and Email, Worldwide"
177,Client,VB1CT429       ,4/9/2020,Original,VB1361989,Video,315483,3/26/2020,"Editorial, Website and Email, Worldwide"
178,Client,VB1CT429       ,4/9/2020,Original,VB1361987,Video,333383,3/26/2020,"Editorial, Website and Email, Worldwide"
179,Client,VB1CT429       ,4/9/2020,Original,VB1361984,Video,575152,3/26/2020,"Editorial, Website and Email, Worldwide"
180,Client,VB1CT429       ,4/9/2020,Original,VB1361982,Video,559153,3/26/2020,"Editorial, Website and Email, Worldwide"
181,Client,VB1CT429       ,4/9/2020,Original,VB1361979,Video,530085,3/26/2020,"Editorial, Website and Email, Worldwide"
182,Client,VB1CT429       ,4/9/2020,Original,VB1361978,Video,98595,3/26/2020,"Editorial, Website and Email, Worldwide"
183,Client,VB1CT429       ,4/9/2020,Original,VB1361976,Video,109491,3/26/2020,"Editorial, Website and Email, Worldwide"
184,Client,VB1CT429       ,4/9/2020,Original,VB1361975,Video,332822,3/26/2020,"Editorial, Website and Email, Worldwide"
185,Client,VB1CT429       ,4/9/2020,Original,VB1361973,Video,308572,3/26/2020,"Editorial, Website and Email, Worldwide"
186,Client,VB1CT429       ,4/9/2020,Original,VB1361970,Video,85855,3/26/2020,"Editorial, Website and Email, Worldwide"
187,Client,VB1CT429       ,4/9/2020,Original,VB1361969,Video,315641,3/26/2020,"Editorial, Website and Email, Worldwide"
188,Client,VB1CT429       ,4/9/2020,Original,VB1361967,Video,107366,3/26/2020,"Editorial, Website and Email, Worldwide"
189,Client,VB1CT429       ,4/9/2020,Original,VB1361965,Video,281524,3/26/2020,"Editorial, Website and Email, Worldwide"
190,Client,VB1CT429       ,4/9/2020,Original,VB1361963,Video,555580,3/26/2020,"Editorial, Website and Email, Worldwide"
191,Client,VB1CT429       ,4/9/2020,Original,VB1361961,Video,521230,3/26/2020,"Editorial, Website and Email, Worldwide"
192,Client,VB1CT429       ,4/9/2020,Original,VB1361959,Video,530821,3/26/2020,"Editorial, Website and Email, Worldwide"
193,Client,VB1CT429       ,4/9/2020,Original,VB1362005,Video,307509,3/26/2020,"Editorial, Website and Email, Worldwide"
194,Client,VB1CT429       ,4/9/2020,Original,VB1362003,Video,585478,3/26/2020,"Editorial, Website and Email, Worldwide"
195,Client,VB1CT429       ,4/9/2020,Original,VB1362002,Video,556389,3/26/2020,"Editorial, Website and Email, Worldwide"
196,Client,VB1CT429       ,4/9/2020,Original,VB1362000,Video,107431,3/26/2020,"Editorial, Website and Email, Worldwide"
197,Client,VB1CT429       ,4/9/2020,Original,VB1361998,Video,100444,3/26/2020,"Editorial, Website and Email, Worldwide"
198,Client,VB1CT429       ,4/9/2020,Original,VB1361995,Video,306999,3/26/2020,"Editorial, Website and Email, Worldwide"
199,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1369056,Video,171076,4/9/2020,Personal
200,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1369032,Video,624242,4/9/2020,Personal
201,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1369022,Video,413434,4/9/2020,Personal
202,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1369038,Video,911843,4/9/2020,Personal
203,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1369036,Video,373695,4/9/2020,Personal
204,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1369030,Video,845250,4/9/2020,Personal
205,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1369025,Video,619319,4/9/2020,Personal
206,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1369052,Video,424348,4/9/2020,Personal
207,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1369018,Video,347222,4/9/2020,Personal
208,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1369023,Video,616518,4/9/2020,Personal
209,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1369014,Video,179866,4/9/2020,Personal
210,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1369015,Video,1082077,4/9/2020,Personal
211,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1369012,Video,845234,4/9/2020,Personal
212,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368994,Video,740078,4/9/2020,Personal
213,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368990,Video,710095,4/9/2020,Personal
214,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368989,Video,342849,4/9/2020,Personal
215,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368991,Video,591453,4/9/2020,Personal
216,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368984,Video,590211,4/9/2020,Personal
217,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368987,Video,413499,4/9/2020,Personal
218,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368977,Video,613206,4/9/2020,Personal
219,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368983,Video,597582,4/9/2020,Personal
220,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368981,Video,125978,4/9/2020,Personal
221,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368971,Video,341398,4/9/2020,Personal
222,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368973,Video,593427,4/9/2020,Personal
223,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368975,Video,590200,4/9/2020,Personal
224,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368967,Video,407341,4/9/2020,Personal
225,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368966,Video,607959,4/9/2020,Personal
226,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368961,Video,756728,4/9/2020,Personal
227,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368963,Video,600262,4/9/2020,Personal
228,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368965,Video,796258,4/9/2020,Personal
229,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368959,Video,1087866,4/9/2020,Personal
230,Client,VB1CT451       ,4/9/2020,Video Web Low,VB1368957,Video,1056428,4/9/2020,Personal
231,Client,VB1CT535       ,5/26/2020,Original,VB1401344,Video,915154,5/26/2020,Personal
232,Client,VB1CT535       ,5/26/2020,Original,VB1401348,Video,20090414CNN,5/26/2020,Personal
233,Client,VB1CT535       ,5/14/2020,Original,VB1387918,Video,939493,5/13/2020,Personal
234,Client,VB1CT535       ,5/14/2020,Original,VB1387920,Video,999471,5/13/2020,Personal
235,Client,VB1CT535       ,5/14/2020,Original,VB1387921,Video,915192,5/13/2020,Personal
236,Client,VB1CT535       ,5/14/2020,Original,VB1387919,Video,981870,5/13/2020,Personal
237,Client,VB1CT535       ,5/14/2020,Original,VB1387917,Video,853850,5/13/2020,Personal
238,Client,VB1CT535       ,5/14/2020,Original,VB1387924,Video,903959,5/13/2020,Personal
239,Client,VB1CT486       ,4/28/2020,Video Web Low,VB1381132,Video,77806,4/28/2020,Personal
240,Client,VB1CT486       ,4/28/2020,Video Web Low,VB1381130,Video,59703,4/28/2020,Personal
241,Client,VB1CT539       ,5/15/2020,Original,VB1392265,Video,831609,5/15/2020,Personal
242,Client,VB1CT539       ,5/15/2020,Original,VB1392263,Video,863621,5/15/2020,Personal
243,Client,VB1CT539       ,5/15/2020,Original,VB1392264,Video,834415,5/15/2020,Personal
244,Client,VB1CT829       ,5/22/2020,Original,VB1398574,Video,661540,5/22/2020,Other
245,Client,VB1CT829       ,5/22/2020,Original,VB1398568,Video,661609,5/22/2020,Other
246,Client,VB1CT437       ,4/7/2020,Video Web Low,VB1367207,Video,491857,4/7/2020,Other
247,Client,VB1CT437       ,4/7/2020,Original,VB1367207,Video,491857,4/7/2020,Other
248,Client,VB1CT437       ,4/7/2020,Video Web Low,VB1367207,Video,491857,4/7/2020,Other
249,Client,VB1CT437       ,4/7/2020,Original,VB1367207,Video,491857,4/7/2020,Other
250,Client,VB1CT508       ,5/6/2020,Original,VB1384284,Video,10594,5/6/2020,Personal
251,Client,VB1CT508       ,5/6/2020,Original,VB1384286,Video,210140,5/6/2020,Personal
252,Client,VB1CT508       ,5/6/2020,Original,VB1384286,Video,210140,5/6/2020,Personal
253,Client,VB1CT508       ,5/6/2020,Original,VB1384284,Video,10594,5/6/2020,Personal
254,Client,VB1CT526       ,5/9/2020,Video Streaming format (720p),VB1384952,Video,19720604CBS-1730CHISHOLM,5/8/2020,Personal
255,Client,VB1CT421       ,3/24/2020,Video Streaming format (720p),VB1358587,Video,1146423,3/23/2020,Personal
256,Client,VB1CT421       ,3/24/2020,Original,VB1358587,Video,1146423,3/23/2020,Personal
257,Client,VB1CT523       ,5/15/2020,Original,VB1392413,Video,994134,5/15/2020,"Editorial, All media types, Worldwide"
258,Client,VB1CT523       ,5/15/2020,Original,VB1392411,Video,257225,5/15/2020,"Editorial, All media types, Worldwide"
259,Client,VB1CT523       ,5/15/2020,Original,VB1392410,Video,53286,5/15/2020,"Editorial, All media types, Worldwide"
260,Client,VB1CT523       ,5/8/2020,Original,VB1384862,Video,868963,5/8/2020,"Editorial, All media types, Worldwide"
261,Client,VB1CT523       ,5/8/2020,Original,VB1384860,Video,138554,5/8/2020,"Editorial, All media types, Worldwide"
262,Client,VB3CT471       ,11/1/2019,Original,VB12642,Image,"Collins, Sarah",10/28/2019,Other
263,Client,VB3CT471       ,11/1/2019,Original,VB334861,Image,"Matheny, Michael",9/4/2019,Other
264,Client,VB1CT480       ,5/8/2020,Original,VB1384824,Video,658582,5/8/2020,Personal
